q_type	len_type	user	expUserID	game_type	usr_type	duration	id	game_id	slang	tlang	score	task_num	slack	total	divref0	divref1	divref2	divsrc0	divsrc1	divsrc2	divtrn0	divref-divref	divref-divsrc	divref-divtrn	divsrc-divref	divsrc-divsrc	divsrc-divtrn	divtrn-divref	divtrn-divsrc	divtrn-divtrn
min	mid	user11	11	src+tgt	no	12.63	1830	11_313	es	en	43	17	3.01	9.62	1.23	0.27	1.37	2.86	2.47	1.43	0.00	17	3	0	3	53	0	0	0	0
min	short	user11	11	src+tgt	no	8.11	855	11_313	es	en	27	18	4.48	3.63	0.00	0.00	0.00	0.00	1.40	1.90	0.33	0	0	0	0	2	1	0	0	2
min	mid	user11	11	src+tgt	no	23.94	1011	11_313	es	en	55	19	3.39	20.55	1.27	2.83	0.00	4.06	4.36	6.43	1.59	12	2	0	1	44	3	1	1	32
min	mid	user11	11	src+tgt	no	8.94	1828	11_313	es	en	55	20	4.58	4.36	0.00	0.00	0.00	0.00	0.47	3.90	0.00	0	0	0	0	27	0	0	0	0
max	long	user11	11	tgt	no	11.21	354	11_838	es	en	36	1	3.22	7.99	0.20	6.73	0.00	0.00	0.00	0.00	1.07	44	0	1	0	0	0	0	0	12
max	long	user11	11	tgt	no	14.74	1414	11_838	es	en	87	2	3.55	11.19	0.00	3.77	3.89	0.00	0.00	0.00	3.53	8	0	2	0	0	0	1	0	32
max	long	user11	11	tgt	no	12.03	83	11_838	es	en	59	3	1.85	10.18	1.63	2.80	1.06	0.00	0.00	0.00	4.68	12	0	1	0	0	0	1	0	14
max	short	user11	11	tgt	no	9.92	1010	11_838	es	en	88	4	4.49	5.43	0.26	0.53	0.00	0.00	0.00	0.00	4.63	4	0	1	0	0	0	1	0	4
max	short	user11	11	tgt	no	7.37	1009	11_838	es	en	91	5	3.21	4.16	0.00	1.50	0.00	0.00	0.00	0.00	2.67	8	0	1	0	0	0	0	0	28
max	mid	user11	11	tgt	no	7.86	2949	11_838	es	en	44	6	4.20	3.66	0.00	3.27	0.00	0.00	0.00	0.00	0.40	6	0	1	0	0	0	0	0	3
max	mid	user11	11	tgt	no	9.34	340	11_838	es	en	81	7	6.98	2.36	0.00	1.94	0.00	0.00	0.00	0.00	0.43	9	0	1	0	0	0	0	0	4
max	mid	user11	11	tgt	no	9.34	1851	11_838	es	en	25	8	5.74	3.60	0.07	1.14	0.00	0.00	0.00	0.00	2.39	30	0	1	0	0	0	1	0	5
max	short	user11	11	tgt	no	7.47	215	11_838	es	en	91	9	5.80	1.67	0.00	0.57	0.00	0.00	0.00	0.00	1.10	0	0	1	0	0	0	1	0	16
max	mid	user11	11	tgt	no	14.20	1600	11_838	es	en	76	10	5.78	8.42	2.13	0.00	2.63	0.00	0.00	0.00	3.66	6	0	1	0	0	0	0	0	83
min	long	user11	11	tgt	no	8.03	2968	11_838	es	en	36	11	1.62	6.41	0.00	0.00	3.46	0.00	0.00	0.00	2.95	0	0	1	0	0	0	1	0	22
min	long	user11	11	tgt	no	8.06	1123	11_838	es	en	24	12	3.20	4.86	0.87	3.69	0.00	0.00	0.00	0.00	0.30	7	0	1	0	0	0	0	0	0
min	long	user11	11	tgt	no	13.46	677	11_838	es	en	21	13	6.63	6.83	3.26	1.43	1.63	0.00	0.00	0.00	0.50	10	0	1	0	0	0	0	0	11
min	short	user11	11	tgt	no	8.50	2789	11_838	es	en	18	14	7.40	1.10	0.00	1.10	0.00	0.00	0.00	0.00	0.00	11	0	0	0	0	0	0	0	0
min	short	user11	11	tgt	no	5.66	722	11_838	es	en	19	15	5.36	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0	0	0	0	0	0	0	0	0
min	short	user11	11	tgt	no	9.48	2365	11_838	es	en	23	16	6.48	3.00	0.00	2.63	0.00	0.00	0.00	0.00	0.37	4	0	1	0	0	0	0	0	1
min	short	user11	11	tgt	no	10.29	1553	11_838	es	en	65	17	4.76	5.53	2.86	0.00	1.26	0.00	0.00	0.00	1.40	14	0	1	0	0	0	0	0	9
min	mid	user11	11	tgt	no	8.34	2075	11_838	es	en	44	18	7.81	0.53	0.00	0.00	0.53	0.00	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0
min	mid	user11	11	tgt	no	10.67	594	11_838	es	en	42	19	5.72	4.95	0.33	0.00	1.89	0.00	0.00	0.00	2.72	2	0	0	0	0	0	1	0	11
min	mid	user11	11	tgt	no	7.89	451	11_838	es	en	33	20	3.40	4.49	2.73	0.07	0.02	0.00	0.00	0.00	1.67	2	0	1	0	0	0	0	0	16
max	long	user12	12	src	yes	39.97	1099	12_855	es	en	65	1	5.23	34.74	0.00	0.00	0.00	0.43	27.71	0.00	6.59	0	0	0	0	297	1	0	0	140
max	long	user12	12	src	yes	47.06	2250	12_855	es	en	85	2	3.73	43.33	0.00	0.00	0.00	0.00	33.37	1.27	8.69	0	0	0	0	411	3	0	2	194
max	long	user12	12	src	yes	49.85	625	12_855	es	en	65	3	2.30	47.55	0.00	0.00	0.00	0.00	32.29	9.04	6.23	0	0	0	0	502	3	0	2	123
max	short	user12	12	src	yes	18.03	84	12_855	es	en	100	4	3.12	14.91	0.00	0.00	0.00	9.20	3.96	1.75	0.00	0	0	0	0	48	0	0	0	0
max	long	user12	12	src	yes	65.67	1750	12_855	es	en	40	5	1.37	64.30	0.00	0.00	0.00	0.00	39.55	20.79	3.97	0	0	0	0	881	7	0	6	56
max	short	user12	12	src	yes	47.64	2312	12_855	es	en	25	6	1.65	45.99	0.00	0.00	0.00	5.83	28.84	3.03	8.29	0	0	0	0	385	2	0	2	33
max	short	user12	12	src	yes	25.41	2707	12_855	es	en	80	7	5.43	19.98	0.00	0.00	0.00	2.49	9.12	8.37	0.00	0	0	0	0	212	0	0	0	0
max	mid	user12	12	src	yes	29.30	986	12_855	es	en	70	8	5.59	23.71	0.00	0.00	0.00	3.07	14.85	3.03	2.76	0	0	0	0	176	2	0	2	1
max	mid	user12	12	src	yes	32.76	2908	12_855	es	en	83	9	2.56	30.20	0.00	0.00	0.00	0.87	18.92	6.35	4.07	0	0	0	0	338	1	0	0	113
max	mid	user12	12	src	yes	29.13	2970	12_855	es	en	33	10	6.02	23.11	0.00	0.00	0.00	0.00	18.95	0.23	3.93	0	0	0	0	157	1	0	1	12
min	long	user12	12	src	yes	35.78	125	12_855	es	en	27	11	4.51	31.27	0.00	0.00	0.00	0.00	22.22	7.98	1.07	0	0	0	0	278	2	0	1	19
min	long	user12	12	src	yes	43.96	2699	12_855	es	en	37	12	9.39	34.57	0.00	0.00	0.00	4.87	18.41	11.30	0.00	0	0	0	0	469	0	0	0	0
min	long	user12	12	src	yes	38.56	2367	12_855	es	en	23	13	1.20	37.36	0.00	0.00	0.00	0.00	23.40	13.65	0.30	0	0	0	0	231	1	0	0	0
min	short	user12	12	src	yes	22.09	1590	12_855	es	en	9	14	6.97	15.12	0.00	0.00	0.00	0.00	10.88	2.68	1.57	0	0	0	0	54	1	0	0	19
min	short	user12	12	src	yes	19.92	1057	12_855	es	en	0	15	3.18	16.74	0.00	0.00	0.00	0.00	11.73	0.78	4.23	0	0	0	0	179	1	0	0	57
min	mid	user12	12	src	yes	26.57	479	12_855	es	en	2	16	2.49	24.08	0.00	0.00	0.00	0.00	16.39	3.16	4.53	0	0	0	0	258	1	0	0	35
min	mid	user12	12	src	yes	28.08	1830	12_855	es	en	54	17	10.28	17.80	0.00	0.00	0.00	2.43	11.06	4.30	0.00	0	0	0	0	246	0	0	0	0
min	short	user12	12	src	yes	28.41	855	12_855	es	en	93	18	9.26	19.15	0.00	0.00	0.00	0.16	18.98	0.00	0.00	0	0	0	0	57	0	0	0	0
min	mid	user12	12	src	yes	24.83	1011	12_855	es	en	10	19	5.67	19.16	0.00	0.00	0.00	9.39	2.10	7.67	0.00	0	0	0	0	234	0	0	0	0
min	mid	user12	12	src	yes	40.62	1828	12_855	es	en	42	20	1.73	38.89	0.00	0.00	0.00	16.58	6.23	10.29	5.80	0	0	0	0	391	1	0	0	28
max	long	user12	12	src+tgt	yes	51.45	354	12_974	es	en	10	1	1.87	49.58	12.13	2.20	3.19	7.62	14.02	10.12	0.30	144	8	0	7	251	1	0	0	0
max	long	user12	12	src+tgt	yes	60.98	1414	12_974	es	en	39	2	4.83	56.15	1.19	3.12	2.67	9.13	23.86	15.84	0.34	117	7	1	8	257	0	0	0	1
max	long	user12	12	src+tgt	yes	68.14	83	12_974	es	en	76	3	3.65	64.49	12.29	3.97	0.00	15.49	15.71	16.76	0.27	60	2	0	2	379	1	0	2	0
max	short	user12	12	src+tgt	yes	29.33	1010	12_974	es	en	96	4	4.35	24.98	0.80	0.00	0.00	14.19	0.03	9.62	0.33	9	1	0	1	156	1	0	0	1
max	short	user12	12	src+tgt	yes	40.34	1009	12_974	es	en	49	5	3.40	36.94	2.00	0.43	0.14	20.62	0.00	13.22	0.52	34	4	0	4	281	2	0	2	0
max	mid	user12	12	src+tgt	yes	26.52	2949	12_974	es	en	53	6	4.81	21.71	0.00	0.00	0.00	7.73	0.03	13.95	0.00	0	0	0	0	150	0	0	0	0
max	mid	user12	12	src+tgt	yes	32.63	340	12_974	es	en	87	7	5.64	26.99	2.56	0.91	0.10	18.02	0.68	4.64	0.07	40	2	0	2	148	1	0	1	1
max	mid	user12	12	src+tgt	yes	48.93	1851	12_974	es	en	31	8	2.17	46.76	5.76	0.30	2.66	22.38	1.39	8.85	5.43	26	1	1	2	226	3	0	3	50
max	short	user12	12	src+tgt	yes	15.16	215	12_974	es	en	94	9	7.71	7.45	3.14	0.00	0.00	0.00	3.69	0.00	0.62	10	0	1	1	14	0	0	0	11
max	mid	user12	12	src+tgt	yes	45.19	1600	12_974	es	en	43	10	5.00	40.19	0.00	2.83	0.00	0.00	33.87	2.47	1.02	42	2	0	2	228	4	0	4	5
min	long	user12	12	src+tgt	yes	45.00	2968	12_974	es	en	20	11	9.96	35.04	0.00	4.60	0.00	0.00	20.15	8.69	1.60	63	4	0	4	253	1	0	0	38
min	long	user12	12	src+tgt	yes	39.22	1123	12_974	es	en	33	12	5.22	34.00	3.70	0.63	0.00	7.53	4.49	9.66	7.99	37	2	0	2	165	2	0	1	9
min	long	user12	12	src+tgt	yes	49.67	677	12_974	es	en	15	13	6.20	43.47	3.87	8.63	1.79	3.71	16.64	8.76	0.08	224	8	1	9	296	0	0	1	0
min	short	user12	12	src+tgt	yes	16.07	2789	12_974	es	en	26	14	3.31	12.76	1.46	0.00	0.00	0.23	8.84	0.00	2.23	44	1	0	1	78	1	0	0	29
min	short	user12	12	src+tgt	yes	9.35	722	12_974	es	en	5	15	7.12	2.23	0.00	0.00	0.00	0.00	0.93	1.00	0.30	0	0	0	0	25	0	0	1	0
min	short	user12	12	src+tgt	yes	18.70	2365	12_974	es	en	9	16	6.08	12.62	5.23	0.00	0.00	0.00	5.13	2.27	0.00	20	1	0	1	76	0	0	0	0
min	short	user12	12	src+tgt	yes	22.54	1553	12_974	es	en	59	17	4.13	18.41	2.53	0.00	0.00	1.80	0.74	13.30	0.03	14	1	0	1	168	1	0	1	0
min	mid	user12	12	src+tgt	yes	30.73	2075	12_974	es	en	26	18	3.72	27.01	0.00	4.33	0.00	0.20	14.09	0.17	8.23	29	2	0	1	146	1	1	0	6
min	mid	user12	12	src+tgt	yes	31.84	594	12_974	es	en	13	19	7.79	24.05	4.34	0.00	0.80	6.42	8.56	3.93	0.00	45	3	0	3	147	0	0	0	0
min	mid	user12	12	src+tgt	yes	41.47	451	12_974	es	en	5	20	1.99	39.48	1.26	0.00	1.53	8.79	18.49	9.05	0.35	25	3	0	3	362	1	0	1	0
max	long	user12	12	tgt	yes	22.06	6	12_559	es	en	36	1	4.17	17.89	10.89	7.00	0.00	0.00	0.00	0.00	0.00	59	0	0	0	0	0	0	0	0
max	long	user12	12	tgt	yes	26.72	1327	12_559	es	en	61	2	7.67	19.05	13.97	1.33	3.75	0.00	0.00	0.00	0.00	82	0	0	0	0	0	0	0	0
max	long	user12	12	tgt	yes	56.36	1656	12_559	es	en	36	3	7.70	48.66	14.76	12.82	14.09	0.00	0.00	0.00	6.99	218	0	2	0	0	0	1	0	7
max	short	user12	12	tgt	yes	15.01	2830	12_559	es	en	98	4	6.72	8.29	6.59	1.70	0.00	0.00	0.00	0.00	0.00	41	0	0	0	0	0	0	0	0
max	short	user12	12	tgt	yes	26.97	1149	12_559	es	en	8	5	12.36	14.61	0.00	2.17	8.31	0.00	0.00	0.00	4.13	13	0	2	0	0	0	1	0	7
max	short	user12	12	tgt	yes	19.63	973	12_559	es	en	2	6	14.27	5.36	0.00	0.00	0.00	0.00	0.00	0.00	5.36	0	0	0	0	0	0	0	0	6
max	short	user12	12	tgt	yes	25.27	2108	12_559	es	en	34	7	7.92	17.35	16.87	0.48	0.00	0.00	0.00	0.00	0.00	278	0	0	0	0	0	0	0	0
max	mid	user12	12	tgt	yes	23.71	1589	12_559	es	en	43	8	22.88	0.83	0.43	0.40	0.00	0.00	0.00	0.00	0.00	12	0	0	0	0	0	0	0	0
max	mid	user12	12	tgt	yes	30.85	607	12_559	es	en	37	9	6.23	24.62	14.77	6.13	3.72	0.00	0.00	0.00	0.00	95	0	0	0	0	0	0	0	0
max	mid	user12	12	tgt	yes	16.96	1501	12_559	es	en	94	10	2.91	14.05	6.09	5.96	0.00	0.00	0.00	0.00	2.00	30	0	1	0	0	0	0	0	44
min	long	user12	12	tgt	yes	27.52	178	12_559	es	en	1	11	4.14	23.38	18.82	0.00	0.00	0.00	0.00	0.00	4.56	65	0	1	0	0	0	0	0	17
min	long	user12	12	tgt	yes	32.19	82	12_559	es	en	3	12	24.50	7.69	4.86	2.83	0.00	0.00	0.00	0.00	0.00	60	0	0	0	0	0	0	0	0
min	short	user12	12	tgt	yes	17.98	1306	12_559	es	en	7	13	5.50	12.48	12.18	0.00	0.00	0.00	0.00	0.00	0.30	14	0	1	0	0	0	0	0	0
min	long	user12	12	tgt	yes	24.91	1992	12_559	es	en	35	14	5.66	19.25	4.37	14.55	0.00	0.00	0.00	0.00	0.33	81	0	1	0	0	0	0	0	2
min	long	user12	12	tgt	yes	47.23	2366	12_559	es	en	29	15	3.60	43.63	15.95	23.07	0.28	0.00	0.00	0.00	4.32	142	0	3	0	0	0	2	0	4
min	short	user12	12	tgt	yes	13.21	1132	12_559	es	en	35	16	12.78	0.43	0.00	0.43	0.00	0.00	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0
min	short	user12	12	tgt	yes	13.11	2373	12_559	es	en	4	17	11.89	1.22	0.86	0.37	0.00	0.00	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0
min	mid	user12	12	tgt	yes	22.61	603	12_559	es	en	25	18	15.88	6.73	1.73	5.00	0.00	0.00	0.00	0.00	0.00	51	0	0	0	0	0	0	0	0
min	mid	user12	12	tgt	yes	33.06	846	12_559	es	en	39	19	25.07	7.99	7.99	0.00	0.00	0.00	0.00	0.00	0.00	47	0	0	0	0	0	0	0	0
min	mid	user12	12	tgt	yes	25.82	1068	12_559	es	en	83	20	6.74	19.08	0.00	12.95	0.00	0.00	0.00	0.00	6.13	35	0	1	0	0	0	0	0	69
max	long	user13	13	src	no	31.08	2968	13_1043	es	en	64	1	4.61	26.47	0.00	0.00	0.00	0.07	16.18	8.56	1.67	0	0	0	0	195	1	0	0	44
max	long	user13	13	src	no	28.79	1123	13_1043	es	en	61	2	4.51	24.28	0.00	0.00	0.00	0.03	14.82	7.73	1.70	0	0	0	0	208	1	0	0	7
max	long	user13	13	src	no	48.61	677	13_1043	es	en	65	3	5.05	43.56	0.00	0.00	0.00	0.96	24.81	12.64	5.15	0	0	0	0	378	2	0	1	102
max	short	user13	13	src	no	21.45	2789	13_1043	es	en	65	4	4.13	17.32	0.00	0.00	0.00	0.00	12.29	0.00	5.03	0	0	0	0	149	2	0	1	6
max	short	user13	13	src	no	11.83	722	13_1043	es	en	57	5	4.24	7.59	0.00	0.00	0.00	1.43	0.90	0.00	5.26	0	0	0	0	9	1	0	0	79
max	short	user13	13	src	no	20.71	2365	13_1043	es	en	71	6	2.26	18.45	0.00	0.00	0.00	0.00	10.03	8.42	0.00	0	0	0	0	143	0	0	0	0
max	short	user13	13	src	no	20.20	1553	13_1043	es	en	70	7	2.31	17.89	0.00	0.00	0.00	1.26	8.99	6.16	1.47	0	0	0	0	204	1	0	0	40
max	mid	user13	13	src	no	21.29	2075	13_1043	es	en	72	8	4.01	17.28	0.00	0.00	0.00	0.00	7.96	7.62	1.70	0	0	0	0	132	1	0	0	28
max	mid	user13	13	src	no	28.52	594	13_1043	es	en	77	9	3.14	25.38	0.00	0.00	0.00	0.00	14.82	8.85	1.71	0	0	0	0	271	2	0	1	31
max	mid	user13	13	src	no	30.08	451	13_1043	es	en	67	10	2.94	27.14	0.00	0.00	0.00	0.10	9.45	13.92	3.66	0	0	0	0	217	1	0	0	78
min	short	user13	13	src	no	10.47	661	13_1043	es	en	55	11	3.08	7.39	0.00	0.00	0.00	0.00	4.23	0.00	3.16	0	0	0	0	35	1	0	0	14
min	mid	user13	13	src	no	24.69	352	13_1043	es	en	70	12	5.34	19.35	0.00	0.00	0.00	0.00	13.98	3.83	1.53	0	0	0	0	185	1	0	0	38
min	long	user13	13	src	no	41.69	4	13_1043	es	en	75	13	10.22	31.47	0.00	0.00	0.00	0.00	18.42	9.52	3.53	0	0	0	0	383	1	0	0	86
min	long	user13	13	src	no	41.80	2035	13_1043	es	en	64	14	15.56	26.24	0.00	0.00	0.00	0.07	12.96	9.65	3.56	0	0	0	0	258	1	0	0	52
min	long	user13	13	src	no	39.37	2207	13_1043	es	en	68	15	3.27	36.10	0.00	0.00	0.00	0.00	18.78	14.33	3.00	0	0	0	0	299	1	0	0	60
min	short	user13	13	src	no	19.92	2741	13_1043	es	en	63	16	3.54	16.38	0.00	0.00	0.00	0.04	7.22	6.76	2.36	0	0	0	0	128	1	0	0	39
min	short	user13	13	src	no	20.52	752	13_1043	es	en	70	17	1.64	18.88	0.00	0.00	0.00	1.36	9.00	7.06	1.47	0	0	0	0	186	1	0	0	33
min	mid	user13	13	src	no	17.04	2708	13_1043	es	en	73	18	5.18	11.86	0.00	0.00	0.00	0.07	5.96	3.93	1.90	0	0	0	0	102	1	0	0	21
min	mid	user13	13	src	no	19.53	466	13_1043	es	en	70	19	2.98	16.55	0.00	0.00	0.00	0.00	11.22	4.43	0.90	0	0	0	0	154	1	0	0	6
min	mid	user13	13	src	no	23.18	142	13_1043	es	en	56	20	4.44	18.74	0.00	0.00	0.00	0.00	9.12	7.96	1.67	0	0	0	0	122	1	0	0	32
max	long	user13	13	src+tgt	no	34.36	178	13_721	es	en	65	1	6.65	27.71	4.03	0.00	1.96	12.67	5.51	3.53	0.00	72	2	0	2	189	0	0	0	0
max	long	user13	13	src+tgt	no	46.97	82	13_721	es	en	72	2	8.97	38.00	7.96	0.10	2.66	19.30	0.80	7.18	0.00	222	4	0	4	231	0	0	0	0
max	short	user13	13	src+tgt	no	24.54	1306	13_721	es	en	72	3	4.32	20.22	8.35	0.23	0.00	9.09	1.55	1.00	0.00	183	3	0	3	118	0	0	0	0
max	long	user13	13	src+tgt	no	46.72	1992	13_721	es	en	77	4	1.69	45.03	9.59	4.84	0.00	23.83	6.77	0.00	0.00	219	4	0	4	158	0	0	0	0
max	long	user13	13	src+tgt	no	57.42	2366	13_721	es	en	76	5	1.81	55.61	5.76	2.79	7.38	0.09	32.39	7.18	0.00	141	3	0	3	182	0	0	0	0
max	short	user13	13	src+tgt	no	13.98	1132	13_721	es	en	81	6	11.12	2.86	0.00	0.00	0.00	1.39	1.47	0.00	0.00	0	0	0	0	25	0	0	0	0
max	short	user13	13	src+tgt	no	25.71	2373	13_721	es	en	65	7	1.36	24.35	0.15	0.00	0.00	17.88	5.93	0.39	0.00	1	1	0	1	114	0	0	0	0
max	mid	user13	13	src+tgt	no	32.27	603	13_721	es	en	60	8	1.76	30.51	10.32	1.80	0.10	7.83	8.28	2.18	0.00	192	4	0	4	141	0	0	0	0
max	mid	user13	13	src+tgt	no	38.00	846	13_721	es	en	69	9	1.53	36.47	0.00	0.00	1.81	0.09	1.02	33.56	0.00	29	1	0	1	135	0	0	0	0
max	mid	user13	13	src+tgt	no	33.27	1068	13_721	es	en	68	10	1.80	31.47	0.23	0.00	1.36	0.69	0.90	28.29	0.00	38	3	0	3	153	0	0	0	0
min	long	user13	13	src+tgt	no	40.03	2680	13_721	es	en	69	11	1.43	38.60	1.73	6.99	0.00	6.03	3.87	17.52	2.46	145	3	0	3	126	1	0	0	72
min	long	user13	13	src+tgt	no	52.90	1839	13_721	es	en	61	12	4.97	47.93	4.96	8.88	2.70	6.99	17.98	6.12	0.30	172	2	0	2	241	1	0	0	0
min	long	user13	13	src+tgt	no	63.10	667	13_721	es	en	59	13	10.58	52.52	0.15	5.15	3.16	0.23	28.21	14.81	0.82	125	6	0	6	395	1	0	0	21
min	short	user13	13	src+tgt	no	26.71	1679	13_721	es	en	69	14	4.33	22.38	0.07	5.16	0.00	0.63	10.02	3.63	2.86	75	2	0	2	147	1	0	0	17
min	short	user13	13	src+tgt	no	36.42	1125	13_721	es	en	61	15	1.71	34.71	0.00	7.92	0.53	1.83	16.77	5.60	2.06	94	5	0	5	250	2	0	1	52
min	short	user13	13	src+tgt	no	9.71	2788	13_721	es	en	50	16	5.92	3.79	0.00	0.00	0.00	3.05	0.74	0.00	0.00	0	0	0	0	27	0	0	0	0
min	short	user13	13	src+tgt	no	32.65	5	13_721	es	en	63	17	7.41	25.24	0.21	2.45	0.00	0.17	10.93	9.62	1.86	63	2	0	2	250	1	0	1	7
min	mid	user13	13	src+tgt	no	22.04	1185	13_721	es	en	65	18	2.08	19.96	0.00	1.83	0.00	0.00	10.73	6.04	1.37	48	2	0	2	164	1	0	0	17
min	mid	user13	13	src+tgt	no	35.41	470	13_721	es	en	62	19	2.44	32.97	0.00	6.39	0.00	1.93	16.86	7.10	0.69	98	3	0	3	215	1	0	0	12
min	mid	user13	13	src+tgt	no	37.56	2681	13_721	es	en	76	20	2.10	35.46	0.07	3.04	4.29	1.80	16.98	5.19	4.08	120	6	0	6	214	1	0	1	101
max	long	user13	13	tgt	no	26.95	125	13_415	es	en	63	1	5.07	21.88	0.00	8.79	3.29	0.00	0.00	0.00	9.80	88	0	2	0	0	0	1	0	51
max	long	user13	13	tgt	no	30.63	2699	13_415	es	en	61	2	3.12	27.51	0.00	26.14	0.00	0.00	0.00	0.00	1.37	142	0	1	0	0	0	0	0	16
max	long	user13	13	tgt	no	39.00	2367	13_415	es	en	73	3	4.90	34.10	3.12	26.73	0.00	0.00	0.00	0.00	4.25	177	0	2	0	0	0	1	0	78
max	short	user13	13	tgt	no	9.67	1590	13_415	es	en	65	4	3.39	6.28	0.00	0.00	0.50	0.00	0.00	0.00	5.78	2	0	1	0	0	0	1	0	5
max	short	user13	13	tgt	no	20.96	1057	13_415	es	en	73	5	4.77	16.19	0.00	13.69	0.00	0.00	0.00	0.00	2.50	36	0	1	0	0	0	0	0	40
max	mid	user13	13	tgt	no	26.30	479	13_415	es	en	70	6	4.74	21.56	0.00	21.26	0.00	0.00	0.00	0.00	0.30	140	0	1	0	0	0	0	0	0
max	mid	user13	13	tgt	no	22.95	1830	13_415	es	en	72	7	5.00	17.95	0.00	14.09	2.76	0.00	0.00	0.00	1.10	140	0	1	0	0	0	0	0	19
max	short	user13	13	tgt	no	18.74	855	13_415	es	en	60	8	9.41	9.33	0.00	6.19	0.00	0.00	0.00	0.00	3.13	31	0	2	0	0	0	1	0	27
max	mid	user13	13	tgt	no	27.77	1011	13_415	es	en	72	9	5.32	22.45	0.00	19.25	0.27	0.00	0.00	0.00	2.93	58	0	1	0	0	0	0	0	81
max	mid	user13	13	tgt	no	33.60	1828	13_415	es	en	70	10	4.42	29.18	0.07	16.52	10.26	0.00	0.00	0.00	2.33	127	0	1	0	0	0	0	0	69
min	long	user13	13	tgt	no	40.31	1302	13_415	es	en	68	11	5.07	35.24	3.57	29.40	0.00	0.00	0.00	0.00	2.27	212	0	1	0	0	0	0	0	59
min	long	user13	13	tgt	no	43.38	663	13_415	es	en	62	12	13.87	29.51	0.03	24.48	0.03	0.00	0.00	0.00	4.96	84	0	1	0	0	0	0	0	124
min	long	user13	13	tgt	no	36.67	1216	13_415	es	en	64	13	4.47	32.20	10.86	18.85	0.00	0.00	0.00	0.00	2.50	179	0	1	0	0	0	0	0	51
min	short	user13	13	tgt	no	11.74	974	13_415	es	en	55	14	3.90	7.84	0.00	0.00	0.23	0.00	0.00	0.00	7.61	4	0	1	0	0	0	1	0	26
min	long	user13	13	tgt	no	53.40	1829	13_415	es	en	63	15	4.95	48.45	0.55	27.96	11.79	0.00	0.00	0.00	8.16	260	0	2	0	0	0	1	0	110
min	short	user13	13	tgt	no	19.09	2575	13_415	es	en	58	16	10.73	8.36	0.00	0.00	6.26	0.00	0.00	0.00	2.10	12	0	1	0	0	0	0	0	28
min	short	user13	13	tgt	no	18.79	124	13_415	es	en	63	17	3.37	15.42	0.00	7.41	0.00	0.00	0.00	0.00	8.01	38	0	2	0	0	0	1	0	4
min	mid	user13	13	tgt	no	17.03	1632	13_415	es	en	63	18	3.94	13.09	0.00	5.13	0.00	0.00	0.00	0.00	7.96	2	0	1	0	0	0	0	0	29
min	mid	user13	13	tgt	no	22.63	1462	13_415	es	en	61	19	3.91	18.72	0.00	5.11	8.88	0.00	0.00	0.00	4.73	28	0	1	0	0	0	0	0	54
min	mid	user13	13	tgt	no	27.75	930	13_415	es	en	60	20	4.14	23.61	0.00	19.28	0.00	0.00	0.00	0.00	4.33	68	0	2	0	0	0	1	0	40
max	long	user14	14	src	yes	37.50	178	14_750	es	en	61	1	2.85	34.65	0.00	0.00	0.00	6.93	14.68	8.54	4.49	0	0	0	0	316	2	0	1	36
max	long	user14	14	src	yes	30.16	82	14_750	es	en	63	2	3.45	26.71	0.00	0.00	0.00	0.22	14.90	8.99	2.60	0	0	0	0	349	1	0	1	0
max	short	user14	14	src	yes	25.07	1306	14_750	es	en	71	3	2.64	22.43	0.00	0.00	0.00	10.30	7.16	4.97	0.00	0	0	0	0	283	0	0	0	0
max	long	user14	14	src	yes	28.05	1992	14_750	es	en	50	4	3.70	24.35	0.00	0.00	0.00	0.06	18.36	5.46	0.47	0	0	0	0	379	1	0	0	5
max	long	user14	14	src	yes	35.94	2366	14_750	es	en	94	5	3.02	32.92	0.00	0.00	0.00	0.00	18.59	9.48	4.85	0	0	0	0	368	2	0	1	3
max	short	user14	14	src	yes	19.47	1132	14_750	es	en	100	6	5.78	13.69	0.00	0.00	0.00	0.00	10.13	0.00	3.56	0	0	0	0	69	1	0	0	49
max	short	user14	14	src	yes	19.83	2373	14_750	es	en	42	7	2.48	17.35	0.00	0.00	0.00	2.50	8.49	2.30	4.07	0	0	0	0	144	2	0	1	41
max	mid	user14	14	src	yes	21.13	603	14_750	es	en	71	8	3.32	17.81	0.00	0.00	0.00	0.00	12.19	1.96	3.67	0	0	0	0	191	1	0	0	73
max	mid	user14	14	src	yes	28.40	846	14_750	es	en	95	9	2.05	26.35	0.00	0.00	0.00	1.17	17.62	7.56	0.00	0	0	0	0	326	0	0	0	0
max	mid	user14	14	src	yes	18.64	1068	14_750	es	en	78	10	5.02	13.62	0.00	0.00	0.00	0.02	7.02	6.58	0.00	0	0	0	0	123	0	0	0	0
min	long	user14	14	src	yes	17.77	2680	14_750	es	en	58	11	3.45	14.32	0.00	0.00	0.00	0.00	5.83	6.57	1.92	0	0	0	0	204	1	0	0	5
min	long	user14	14	src	yes	29.50	1839	14_750	es	en	95	12	6.84	22.66	0.00	0.00	0.00	3.60	14.31	4.42	0.34	0	0	0	0	372	1	0	0	1
